"","hgnc_symbol","ensembl_gene_id","go_id"
"1","SMN2","ENSG00000273772","GO:0005634"
"2","SMN2","ENSG00000273772","GO:0003723"
"3","SMN2","ENSG00000273772","GO:0005737"
"4","SMN2","ENSG00000273772","GO:0006397"
"5","SMN2","ENSG00000273772","GO:0008380"
"6","SMN2","ENSG00000273772","GO:0005829"
"7","SMN2","ENSG00000273772","GO:0016604"
"8","SMN2","ENSG00000273772","GO:0042995"
"9","SMN2","ENSG00000273772","GO:0005515"
"10","SMN2","ENSG00000273772","GO:0005654"
"11","SMN2","ENSG00000273772","GO:0043005"
"12","SMN2","ENSG00000273772","GO:0036464"
"13","SMN2","ENSG00000273772","GO:0007399"
"14","SMN2","ENSG00000273772","GO:0030424"
"15","SMN2","ENSG00000273772","GO:0015030"
"16","SMN2","ENSG00000273772","GO:0043204"
"17","SMN2","ENSG00000273772","GO:0000387"
"18","SMN2","ENSG00000273772","GO:0042802"
"19","SMN2","ENSG00000273772","GO:0030018"
"20","SMN2","ENSG00000273772","GO:0000245"
"21","SMN2","ENSG00000273772","GO:0032797"
"22","SMN2","ENSG00000273772","GO:0006353"
"23","SMN2","ENSG00000273772","GO:0034719"
"24","SMN2","ENSG00000273772","GO:0097504"
"25","SMN1","ENSG00000275349","GO:0005634"
"26","SMN1","ENSG00000275349","GO:0003723"
"27","SMN1","ENSG00000275349","GO:0005737"
"28","SMN1","ENSG00000275349","GO:0006397"
"29","SMN1","ENSG00000275349","GO:0008380"
"30","SMN1","ENSG00000275349","GO:0005829"
"31","SMN1","ENSG00000275349","GO:0016604"
"32","SMN1","ENSG00000275349","GO:0042995"
"33","SMN1","ENSG00000275349","GO:0005515"
"34","SMN1","ENSG00000275349","GO:0005654"
"35","SMN1","ENSG00000275349","GO:0043005"
"36","SMN1","ENSG00000275349","GO:0036464"
"37","SMN1","ENSG00000275349","GO:0007399"
"38","SMN1","ENSG00000275349","GO:0030424"
"39","SMN1","ENSG00000275349","GO:0015030"
"40","SMN1","ENSG00000275349","GO:0043204"
"41","SMN1","ENSG00000275349","GO:0000387"
"42","SMN1","ENSG00000275349","GO:0042802"
"43","SMN1","ENSG00000275349","GO:0030018"
"44","SMN1","ENSG00000275349","GO:0000245"
"45","SMN1","ENSG00000275349","GO:0032797"
"46","SMN1","ENSG00000275349","GO:0006353"
"47","SMN1","ENSG00000275349","GO:0034719"
"48","SMN1","ENSG00000275349","GO:0097504"
"49","YTHDC1","ENSG00000275272","GO:0003723"
"50","YTHDC1","ENSG00000275272","GO:0005634"
"51","YTHDC1","ENSG00000275272","GO:0006397"
"52","YTHDC1","ENSG00000275272","GO:0008380"
"53","YTHDC1","ENSG00000275272","GO:0016607"
"54","YTHDC1","ENSG00000275272","GO:0005654"
"55","YTHDC1","ENSG00000275272","GO:0005886"
"56","YTHDC1","ENSG00000275272","GO:0005515"
"57","YTHDC1","ENSG00000275272","GO:1990247"
"58","YTHDC1","ENSG00000275272","GO:0006406"
"59","YTHDC1","ENSG00000275272","GO:0003729"
"60","YTHDC1","ENSG00000275272","GO:0000381"
"61","YTHDC1","ENSG00000275272","GO:0009048"
"62","YTHDC1","ENSG00000275272","GO:0000398"
"63","YTHDC1","ENSG00000275272","GO:0010608"
"64","YTHDC1","ENSG00000275272","GO:0006376"
"65","YTHDC1","ENSG00000275272","GO:0048024"
"66","PRPF8","ENSG00000274442","GO:0005515"
"67","PRPF8","ENSG00000274442","GO:0003723"
"68","PRPF8","ENSG00000274442","GO:0008237"
"69","PRPF8","ENSG00000274442","GO:0070122"
"70","PRPF8","ENSG00000274442","GO:0000398"
"71","PRPF8","ENSG00000274442","GO:0005681"
"72","PRPF8","ENSG00000274442","GO:0017070"
"73","PRPF8","ENSG00000274442","GO:0030623"
"74","PRPF8","ENSG00000274442","GO:0005634"
"75","PRPF8","ENSG00000274442","GO:0006397"
"76","PRPF8","ENSG00000274442","GO:0008380"
"77","PRPF8","ENSG00000274442","GO:0016607"
"78","PRPF8","ENSG00000274442","GO:0016020"
"79","PRPF8","ENSG00000274442","GO:0006508"
"80","PRPF8","ENSG00000274442","GO:0071013"
"81","PRPF8","ENSG00000274442","GO:0005654"
"82","PRPF8","ENSG00000274442","GO:0005682"
"83","PRPF8","ENSG00000274442","GO:0000375"
"84","PRPF8","ENSG00000274442","GO:0071006"
"85","PRPF8","ENSG00000274442","GO:0071005"
"86","PRPF8","ENSG00000274442","GO:0046540"
"87","PRPF8","ENSG00000274442","GO:0000244"
"88","PRPF8","ENSG00000274442","GO:0071007"
"89","PRPF8","ENSG00000274442","GO:0030619"
"90","PRPF8","ENSG00000274442","GO:0030620"
"91","PRPF8","ENSG00000274442","GO:0070530"
"92","PRPF8","ENSG00000274442","GO:0097157"
"93","PRPF31","ENSG00000275885","GO:0000398"
"94","PRPF31","ENSG00000275885","GO:0046540"
"95","PRPF31","ENSG00000275885","GO:0000244"
"96","PRPF31","ENSG00000275885","GO:0003723"
"97","PRPF31","ENSG00000275885","GO:0005634"
"98","PRPF31","ENSG00000275885","GO:0005681"
"99","PRPF31","ENSG00000275885","GO:0006397"
"100","PRPF31","ENSG00000275885","GO:0008380"
"101","PRPF31","ENSG00000275885","GO:0016607"
"102","PRPF31","ENSG00000275885","GO:0005654"
"103","PRPF31","ENSG00000275885","GO:0005515"
"104","PRPF31","ENSG00000275885","GO:0015030"
"105","PRPF31","ENSG00000275885","GO:0042802"
"106","PRPF31","ENSG00000275885","GO:0071339"
"107","PRPF31","ENSG00000275885","GO:0071005"
"108","PRPF31","ENSG00000275885","GO:0030621"
"109","PRPF31","ENSG00000275885","GO:0043021"
"110","PRPF31","ENSG00000275885","GO:0071011"
"111","PRPF31","ENSG00000275885","GO:0005687"
"112","PRPF31","ENSG00000275885","GO:0030622"
"113","PRPF31","ENSG00000275885","GO:0005690"
"114","PRPF31","ENSG00000275885","GO:0097526"
"115","PRPF31","ENSG00000275885","GO:0070990"
"116","PRPF31","ENSG00000275885","GO:0071166"
"117","PRPF31","ENSG00000275885","GO:0005684"
"118","RBFOX2","ENSG00000277564","GO:0003723"
"119","RBFOX2","ENSG00000277564","GO:0003676"
"120","RBFOX2","ENSG00000277564","GO:0043484"
"121","RBFOX2","ENSG00000277564","GO:0005634"
"122","RBFOX2","ENSG00000277564","GO:0006397"
"123","RBFOX2","ENSG00000277564","GO:0008380"
"124","RBFOX2","ENSG00000277564","GO:0005737"
"125","RBFOX2","ENSG00000277564","GO:0005654"
"126","RBFOX2","ENSG00000277564","GO:0005829"
"127","RBFOX2","ENSG00000277564","GO:0045892"
"128","RBFOX2","ENSG00000277564","GO:0005515"
"129","RBFOX2","ENSG00000277564","GO:0016070"
"130","RBFOX2","ENSG00000277564","GO:0042127"
"131","RBFOX2","ENSG00000277564","GO:0003729"
"132","RBFOX2","ENSG00000277564","GO:0140297"
"133","RBFOX2","ENSG00000277564","GO:0007399"
"134","RBFOX2","ENSG00000277564","GO:0000381"
"135","RBFOX2","ENSG00000277564","GO:0030520"
"136","RBFOX2","ENSG00000277564","GO:0003714"
"137","LSM2","ENSG00000224979","GO:0006397"
"138","LSM2","ENSG00000224979","GO:0003723"
"139","LSM2","ENSG00000224979","GO:0005634"
"140","LSM2","ENSG00000224979","GO:0005681"
"141","LSM2","ENSG00000224979","GO:0008380"
"142","LSM2","ENSG00000224979","GO:0005654"
"143","LSM2","ENSG00000224979","GO:0005515"
"144","LSM2","ENSG00000224979","GO:0000398"
"145","LSM2","ENSG00000224979","GO:0071013"
"146","LSM2","ENSG00000224979","GO:0005829"
"147","LSM2","ENSG00000224979","GO:0046540"
"148","LSM2","ENSG00000224979","GO:0000932"
"149","LSM2","ENSG00000224979","GO:0031267"
"150","LSM2","ENSG00000224979","GO:0005737"
"151","LSM2","ENSG00000224979","GO:1990726"
"152","LSM2","ENSG00000224979","GO:0071005"
"153","LSM2","ENSG00000224979","GO:0071011"
"154","LSM2","ENSG00000224979","GO:0017070"
"155","LSM2","ENSG00000224979","GO:0005688"
"156","LSM2","ENSG00000224979","GO:0120115"
"157","LSM2","ENSG00000224979","GO:0006402"
"158","LSM2","ENSG00000224979","GO:0000244"
"159","SMN2","ENSG00000277773","GO:0005634"
"160","SMN2","ENSG00000277773","GO:0003723"
"161","SMN2","ENSG00000277773","GO:0006397"
"162","SMN2","ENSG00000277773","GO:0008380"
"163","SMN2","ENSG00000277773","GO:0005737"
"164","SMN2","ENSG00000277773","GO:0005829"
"165","SMN2","ENSG00000277773","GO:0016604"
"166","SMN2","ENSG00000277773","GO:0015030"
"167","SMN2","ENSG00000277773","GO:0042995"
"168","SMN2","ENSG00000277773","GO:0005515"
"169","SMN2","ENSG00000277773","GO:0005654"
"170","SMN2","ENSG00000277773","GO:0043005"
"171","SMN2","ENSG00000277773","GO:0036464"
"172","SMN2","ENSG00000277773","GO:0007399"
"173","SMN2","ENSG00000277773","GO:0030424"
"174","SMN2","ENSG00000277773","GO:0043204"
"175","SMN2","ENSG00000277773","GO:0000387"
"176","SMN2","ENSG00000277773","GO:0042802"
"177","SMN2","ENSG00000277773","GO:0030018"
"178","SMN2","ENSG00000277773","GO:0000245"
"179","SMN2","ENSG00000277773","GO:0032797"
"180","SMN2","ENSG00000277773","GO:0006353"
"181","SMN2","ENSG00000277773","GO:0034719"
"182","SMN2","ENSG00000277773","GO:0097504"
"183","LSM2","ENSG00000236826","GO:0006397"
"184","LSM2","ENSG00000236826","GO:0003723"
"185","LSM2","ENSG00000236826","GO:0005634"
"186","LSM2","ENSG00000236826","GO:0005681"
"187","LSM2","ENSG00000236826","GO:0008380"
"188","LSM2","ENSG00000236826","GO:0005654"
"189","LSM2","ENSG00000236826","GO:0005515"
"190","LSM2","ENSG00000236826","GO:0000398"
"191","LSM2","ENSG00000236826","GO:0071013"
"192","LSM2","ENSG00000236826","GO:0005829"
"193","LSM2","ENSG00000236826","GO:0046540"
"194","LSM2","ENSG00000236826","GO:0000932"
"195","LSM2","ENSG00000236826","GO:0031267"
"196","LSM2","ENSG00000236826","GO:0005737"
"197","LSM2","ENSG00000236826","GO:1990726"
"198","LSM2","ENSG00000236826","GO:0071005"
"199","LSM2","ENSG00000236826","GO:0071011"
"200","LSM2","ENSG00000236826","GO:0017070"
"201","LSM2","ENSG00000236826","GO:0005688"
"202","LSM2","ENSG00000236826","GO:0120115"
"203","LSM2","ENSG00000236826","GO:0006402"
"204","LSM2","ENSG00000236826","GO:0000244"
"205","FRG1","ENSG00000275145","GO:0003723"
"206","FRG1","ENSG00000275145","GO:0005634"
"207","FRG1","ENSG00000275145","GO:0005681"
"208","FRG1","ENSG00000275145","GO:0006397"
"209","FRG1","ENSG00000275145","GO:0008380"
"210","FRG1","ENSG00000275145","GO:0005737"
"211","FRG1","ENSG00000275145","GO:0003779"
"212","FRG1","ENSG00000275145","GO:0007517"
"213","FRG1","ENSG00000275145","GO:0005730"
"214","FRG1","ENSG00000275145","GO:0005515"
"215","FRG1","ENSG00000275145","GO:0015030"
"216","FRG1","ENSG00000275145","GO:0000398"
"217","FRG1","ENSG00000275145","GO:0071013"
"218","FRG1","ENSG00000275145","GO:0006364"
"219","FRG1","ENSG00000275145","GO:0042254"
"220","FRG1","ENSG00000275145","GO:0030018"
"221","FRG1","ENSG00000275145","GO:0051015"
"222","FRG1","ENSG00000275145","GO:0055120"
"223","DHX16","ENSG00000226171","GO:0005524"
"224","DHX16","ENSG00000226171","GO:0003676"
"225","DHX16","ENSG00000226171","GO:0004386"
"226","DHX16","ENSG00000226171","GO:0003723"
"227","DHX16","ENSG00000226171","GO:0005634"
"228","DHX16","ENSG00000226171","GO:0005681"
"229","DHX16","ENSG00000226171","GO:0006397"
"230","DHX16","ENSG00000226171","GO:0008380"
"231","DHX16","ENSG00000226171","GO:0000166"
"232","DHX16","ENSG00000226171","GO:0005654"
"233","DHX16","ENSG00000226171","GO:0016787"
"234","DHX16","ENSG00000226171","GO:0005515"
"235","DHX16","ENSG00000226171","GO:0003724"
"236","DHX16","ENSG00000226171","GO:0016887"
"237","DHX16","ENSG00000226171","GO:0000398"
"238","DHX16","ENSG00000226171","GO:0071005"
"239","DHX16","ENSG00000233049","GO:0005524"
"240","DHX16","ENSG00000233049","GO:0003676"
"241","DHX16","ENSG00000233049","GO:0004386"
"242","DHX16","ENSG00000233049","GO:0003723"
"243","DHX16","ENSG00000233049","GO:0005634"
"244","DHX16","ENSG00000233049","GO:0005681"
"245","DHX16","ENSG00000233049","GO:0006397"
"246","DHX16","ENSG00000233049","GO:0008380"
"247","DHX16","ENSG00000233049","GO:0000166"
"248","DHX16","ENSG00000233049","GO:0005654"
"249","DHX16","ENSG00000233049","GO:0016787"
"250","DHX16","ENSG00000233049","GO:0005515"
"251","DHX16","ENSG00000233049","GO:0003724"
"252","DHX16","ENSG00000233049","GO:0016887"
"253","DHX16","ENSG00000233049","GO:0000398"
"254","DHX16","ENSG00000233049","GO:0071005"
"255","PUF60","ENSG00000274081","GO:0003723"
"256","PUF60","ENSG00000274081","GO:0003676"
"257","PUF60","ENSG00000274081","GO:0000381"
"258","PUF60","ENSG00000274081","GO:0005634"
"259","PUF60","ENSG00000274081","GO:0006397"
"260","PUF60","ENSG00000274081","GO:0008380"
"261","PUF60","ENSG00000274081","GO:0005654"
"262","PUF60","ENSG00000274081","GO:0006915"
"263","PUF60","ENSG00000274081","GO:0003677"
"264","PUF60","ENSG00000274081","GO:0030054"
"265","PUF60","ENSG00000274081","GO:0005515"
"266","PUF60","ENSG00000274081","GO:0042802"
"267","PUF60","ENSG00000274081","GO:0045296"
"268","PUF60","ENSG00000274081","GO:0000380"
"269","PUF60","ENSG00000274081","GO:0006376"
"270","LSM2","ENSG00000172850","GO:0006397"
"271","LSM2","ENSG00000172850","GO:0003723"
"272","LSM2","ENSG00000172850","GO:0005634"
"273","LSM2","ENSG00000172850","GO:0005681"
"274","LSM2","ENSG00000172850","GO:0008380"
"275","LSM2","ENSG00000172850","GO:0005654"
"276","LSM2","ENSG00000172850","GO:0005515"
"277","LSM2","ENSG00000172850","GO:0000398"
"278","LSM2","ENSG00000172850","GO:0071013"
"279","LSM2","ENSG00000172850","GO:0005829"
"280","LSM2","ENSG00000172850","GO:0046540"
"281","LSM2","ENSG00000172850","GO:0000932"
"282","LSM2","ENSG00000172850","GO:0031267"
"283","LSM2","ENSG00000172850","GO:0005737"
"284","LSM2","ENSG00000172850","GO:1990726"
"285","LSM2","ENSG00000172850","GO:0071005"
"286","LSM2","ENSG00000172850","GO:0071011"
"287","LSM2","ENSG00000172850","GO:0017070"
"288","LSM2","ENSG00000172850","GO:0005688"
"289","LSM2","ENSG00000172850","GO:0120115"
"290","LSM2","ENSG00000172850","GO:0006402"
"291","LSM2","ENSG00000172850","GO:0000244"
"292","DDX39B","ENSG00000225859","GO:0005524"
"293","DDX39B","ENSG00000225859","GO:0003676"
"294","DDX39B","ENSG00000225859","GO:0003724"
"295","DDX39B","ENSG00000225859","GO:0003723"
"296","DDX39B","ENSG00000225859","GO:0005634"
"297","DDX39B","ENSG00000225859","GO:0005681"
"298","DDX39B","ENSG00000225859","GO:0006397"
"299","DDX39B","ENSG00000225859","GO:0008380"
"300","DDX39B","ENSG00000225859","GO:0051028"
"301","DDX39B","ENSG00000225859","GO:0005737"
"302","DDX39B","ENSG00000225859","GO:0016607"
"303","DDX39B","ENSG00000225859","GO:0000166"
"304","DDX39B","ENSG00000225859","GO:0016787"
"305","DDX39B","ENSG00000225859","GO:0005515"
"306","DDX39B","ENSG00000225859","GO:0004386"
"307","DDX39B","ENSG00000225859","GO:0016887"
"308","DDX39B","ENSG00000225859","GO:0000398"
"309","DDX39B","ENSG00000225859","GO:0006406"
"310","DDX39B","ENSG00000225859","GO:0042802"
"311","DDX39B","ENSG00000225859","GO:0005654"
"312","DDX39B","ENSG00000225859","GO:0006405"
"313","DDX39B","ENSG00000225859","GO:0032786"
"314","DDX39B","ENSG00000225859","GO:2000002"
"315","DDX39B","ENSG00000225859","GO:0000346"
"316","DDX39B","ENSG00000225859","GO:0008186"
"317","DDX39B","ENSG00000225859","GO:0046784"
"318","DDX39B","ENSG00000225859","GO:0017070"
"319","DDX39B","ENSG00000225859","GO:0030621"
"320","DDX39B","ENSG00000225859","GO:0043008"
"321","DDX39B","ENSG00000225859","GO:0000245"
"322","DDX39B","ENSG00000225859","GO:0010501"
"323","DDX39B","ENSG00000225859","GO:0005687"
"324","DDX39B","ENSG00000225859","GO:0005688"
"325","RBMY1A1","ENSG00000234414","GO:0003676"
"326","RBMY1A1","ENSG00000234414","GO:0003723"
"327","RBMY1A1","ENSG00000234414","GO:0005634"
"328","RBMY1A1","ENSG00000234414","GO:0006397"
"329","RBMY1A1","ENSG00000234414","GO:0008380"
"330","RBMY1A1","ENSG00000234414","GO:0005515"
"331","RBMY1A1","ENSG00000234414","GO:0003729"
"332","RBMY1A1","ENSG00000234414","GO:0000398"
"333","RBMY1A1","ENSG00000234414","GO:0000381"
"334","RBMY1A1","ENSG00000234414","GO:0000380"
"335","RBMY1A1","ENSG00000234414","GO:0016607"
"336","RBMY1J","ENSG00000226941","GO:0003676"
"337","RBMY1J","ENSG00000226941","GO:0003723"
"338","RBMY1J","ENSG00000226941","GO:0005634"
"339","RBMY1J","ENSG00000226941","GO:0006397"
"340","RBMY1J","ENSG00000226941","GO:0008380"
"341","RBMY1J","ENSG00000226941","GO:0005515"
"342","RBMY1J","ENSG00000226941","GO:0007283"
"343","RBMY1J","ENSG00000226941","GO:0042802"
"344","RBMY1J","ENSG00000226941","GO:0005575"
"345","RBMY1J","ENSG00000226941","GO:0000398"
"346","RBMY1J","ENSG00000226941","GO:0000380"
"347","RBMY1J","ENSG00000226941","GO:0016607"
"348","RBMY1B","ENSG00000242875","GO:0003676"
"349","RBMY1B","ENSG00000242875","GO:0003723"
"350","RBMY1B","ENSG00000242875","GO:0005634"
"351","RBMY1B","ENSG00000242875","GO:0006397"
"352","RBMY1B","ENSG00000242875","GO:0008380"
"353","RBMY1B","ENSG00000242875","GO:0007283"
"354","RBMY1B","ENSG00000242875","GO:0008584"
"355","RBMY1B","ENSG00000242875","GO:0048026"
"356","RBMY1B","ENSG00000242875","GO:0005681"
"357","RBMY1D","ENSG00000244395","GO:0003676"
"358","RBMY1D","ENSG00000244395","GO:0003723"
"359","RBMY1D","ENSG00000244395","GO:0005634"
"360","RBMY1D","ENSG00000244395","GO:0006397"
"361","RBMY1D","ENSG00000244395","GO:0008380"
"362","RBMY1D","ENSG00000244395","GO:1990904"
"363","DDX39B","ENSG00000235439","GO:0005524"
"364","DDX39B","ENSG00000235439","GO:0003676"
"365","DDX39B","ENSG00000235439","GO:0003724"
"366","DDX39B","ENSG00000235439","GO:0003723"
"367","DDX39B","ENSG00000235439","GO:0005634"
"368","DDX39B","ENSG00000235439","GO:0005681"
"369","DDX39B","ENSG00000235439","GO:0006397"
"370","DDX39B","ENSG00000235439","GO:0008380"
"371","DDX39B","ENSG00000235439","GO:0051028"
"372","DDX39B","ENSG00000235439","GO:0005737"
"373","DDX39B","ENSG00000235439","GO:0016607"
"374","DDX39B","ENSG00000235439","GO:0000166"
"375","DDX39B","ENSG00000235439","GO:0016787"
"376","DDX39B","ENSG00000235439","GO:0005515"
"377","DDX39B","ENSG00000235439","GO:0004386"
"378","DDX39B","ENSG00000235439","GO:0016887"
"379","DDX39B","ENSG00000235439","GO:0000398"
"380","DDX39B","ENSG00000235439","GO:0006406"
"381","DDX39B","ENSG00000235439","GO:0042802"
"382","DDX39B","ENSG00000235439","GO:0005654"
"383","DDX39B","ENSG00000235439","GO:0006405"
"384","DDX39B","ENSG00000235439","GO:0032786"
"385","DDX39B","ENSG00000235439","GO:2000002"
"386","DDX39B","ENSG00000235439","GO:0000346"
"387","DDX39B","ENSG00000235439","GO:0008186"
"388","DDX39B","ENSG00000235439","GO:0046784"
"389","DDX39B","ENSG00000235439","GO:0017070"
"390","DDX39B","ENSG00000235439","GO:0030621"
"391","DDX39B","ENSG00000235439","GO:0043008"
"392","DDX39B","ENSG00000235439","GO:0000245"
"393","DDX39B","ENSG00000235439","GO:0010501"
"394","DDX39B","ENSG00000235439","GO:0005687"
"395","DDX39B","ENSG00000235439","GO:0005688"
"396","RBMY1F","ENSG00000169800","GO:0003676"
"397","RBMY1F","ENSG00000169800","GO:0003723"
"398","RBMY1F","ENSG00000169800","GO:0005634"
"399","RBMY1F","ENSG00000169800","GO:0006397"
"400","RBMY1F","ENSG00000169800","GO:0008380"
"401","RBMY1F","ENSG00000169800","GO:0005515"
"402","RBMY1F","ENSG00000169800","GO:0007283"
"403","RBMY1F","ENSG00000169800","GO:0042802"
"404","RBMY1F","ENSG00000169800","GO:0005575"
"405","RBMY1F","ENSG00000169800","GO:0000398"
"406","RBMY1F","ENSG00000169800","GO:0000380"
"407","RBMY1F","ENSG00000169800","GO:0016607"
"408","DHX16","ENSG00000233418","GO:0005524"
"409","DHX16","ENSG00000233418","GO:0003676"
"410","DHX16","ENSG00000233418","GO:0004386"
"411","DHX16","ENSG00000233418","GO:0003723"
"412","DHX16","ENSG00000233418","GO:0005634"
"413","DHX16","ENSG00000233418","GO:0005681"
"414","DHX16","ENSG00000233418","GO:0006397"
"415","DHX16","ENSG00000233418","GO:0008380"
"416","DHX16","ENSG00000233418","GO:0000166"
"417","DHX16","ENSG00000233418","GO:0005654"
"418","DHX16","ENSG00000233418","GO:0016787"
"419","DHX16","ENSG00000233418","GO:0005515"
"420","DHX16","ENSG00000233418","GO:0003724"
"421","DHX16","ENSG00000233418","GO:0016887"
"422","DHX16","ENSG00000233418","GO:0000398"
"423","DHX16","ENSG00000233418","GO:0071005"
"424","CWC25","ENSG00000276761","GO:0005634"
"425","CWC25","ENSG00000276761","GO:0005681"
"426","CWC25","ENSG00000276761","GO:0006397"
"427","CWC25","ENSG00000276761","GO:0008380"
"428","CWC25","ENSG00000276761","GO:0016607"
"429","CWC25","ENSG00000276761","GO:0005515"
"430","CWC25","ENSG00000276761","GO:0000398"
"431","CWC25","ENSG00000276761","GO:0005654"
"432","CWC25","ENSG00000276761","GO:0071006"
"433","CWC25","ENSG00000276761","GO:0005684"
"434","LSM2","ENSG00000231502","GO:0006397"
"435","LSM2","ENSG00000231502","GO:0003723"
"436","LSM2","ENSG00000231502","GO:0005634"
"437","LSM2","ENSG00000231502","GO:0005681"
"438","LSM2","ENSG00000231502","GO:0008380"
"439","LSM2","ENSG00000231502","GO:0005654"
"440","LSM2","ENSG00000231502","GO:0005515"
"441","LSM2","ENSG00000231502","GO:0000398"
"442","LSM2","ENSG00000231502","GO:0071013"
"443","LSM2","ENSG00000231502","GO:0005829"
"444","LSM2","ENSG00000231502","GO:0046540"
"445","LSM2","ENSG00000231502","GO:0000932"
"446","LSM2","ENSG00000231502","GO:0031267"
"447","LSM2","ENSG00000231502","GO:0005737"
"448","LSM2","ENSG00000231502","GO:1990726"
"449","LSM2","ENSG00000231502","GO:0071005"
"450","LSM2","ENSG00000231502","GO:0071011"
"451","LSM2","ENSG00000231502","GO:0017070"
"452","LSM2","ENSG00000231502","GO:0005688"
"453","LSM2","ENSG00000231502","GO:0120115"
"454","LSM2","ENSG00000231502","GO:0006402"
"455","LSM2","ENSG00000231502","GO:0000244"
"456","RBMY1E","ENSG00000242389","GO:0003676"
"457","RBMY1E","ENSG00000242389","GO:0003723"
"458","RBMY1E","ENSG00000242389","GO:0005634"
"459","RBMY1E","ENSG00000242389","GO:0006397"
"460","RBMY1E","ENSG00000242389","GO:0008380"
"461","RBMY1E","ENSG00000242389","GO:0005515"
"462","RBMY1E","ENSG00000242389","GO:1990904"
"463","DDX39B","ENSG00000225073","GO:0005524"
"464","DDX39B","ENSG00000225073","GO:0003676"
"465","DDX39B","ENSG00000225073","GO:0003724"
"466","DDX39B","ENSG00000225073","GO:0003723"
"467","DDX39B","ENSG00000225073","GO:0005634"
"468","DDX39B","ENSG00000225073","GO:0005681"
"469","DDX39B","ENSG00000225073","GO:0006397"
"470","DDX39B","ENSG00000225073","GO:0008380"
"471","DDX39B","ENSG00000225073","GO:0051028"
"472","DDX39B","ENSG00000225073","GO:0005737"
"473","DDX39B","ENSG00000225073","GO:0016607"
"474","DDX39B","ENSG00000225073","GO:0000166"
"475","DDX39B","ENSG00000225073","GO:0016787"
"476","DDX39B","ENSG00000225073","GO:0005515"
"477","DDX39B","ENSG00000225073","GO:0004386"
"478","DDX39B","ENSG00000225073","GO:0016887"
"479","DDX39B","ENSG00000225073","GO:0000398"
"480","DDX39B","ENSG00000225073","GO:0006406"
"481","DDX39B","ENSG00000225073","GO:0042802"
"482","DDX39B","ENSG00000225073","GO:0005654"
"483","DDX39B","ENSG00000225073","GO:0006405"
"484","DDX39B","ENSG00000225073","GO:0032786"
"485","DDX39B","ENSG00000225073","GO:2000002"
"486","DDX39B","ENSG00000225073","GO:0000346"
"487","DDX39B","ENSG00000225073","GO:0008186"
"488","DDX39B","ENSG00000225073","GO:0046784"
"489","DDX39B","ENSG00000225073","GO:0017070"
"490","DDX39B","ENSG00000225073","GO:0030621"
"491","DDX39B","ENSG00000225073","GO:0043008"
"492","DDX39B","ENSG00000225073","GO:0000245"
"493","DDX39B","ENSG00000225073","GO:0010501"
"494","DDX39B","ENSG00000225073","GO:0005687"
"495","DDX39B","ENSG00000225073","GO:0005688"
"496","HNRNPR","ENSG00000282958","GO:0003676"
"497","HNRNPR","ENSG00000282958","GO:0003723"
"498","HNRNPR","ENSG00000282958","GO:0005634"
"499","HNRNPR","ENSG00000282958","GO:0005681"
"500","HNRNPR","ENSG00000282958","GO:0006397"
"501","HNRNPR","ENSG00000282958","GO:0008380"
"502","HNRNPR","ENSG00000282958","GO:0005737"
"503","HNRNPR","ENSG00000282958","GO:0005783"
"504","HNRNPR","ENSG00000282958","GO:0005654"
"505","HNRNPR","ENSG00000282958","GO:0043231"
"506","HNRNPR","ENSG00000282958","GO:0005515"
"507","HNRNPR","ENSG00000282958","GO:1990904"
"508","HNRNPR","ENSG00000282958","GO:0000398"
"509","HNRNPR","ENSG00000282958","GO:0071013"
"510","HNRNPR","ENSG00000282958","GO:0003729"
"511","DHX16","ENSG00000233561","GO:0005524"
"512","DHX16","ENSG00000233561","GO:0003676"
"513","DHX16","ENSG00000233561","GO:0004386"
"514","DHX16","ENSG00000233561","GO:0003723"
"515","DHX16","ENSG00000233561","GO:0005634"
"516","DHX16","ENSG00000233561","GO:0005681"
"517","DHX16","ENSG00000233561","GO:0006397"
"518","DHX16","ENSG00000233561","GO:0008380"
"519","DHX16","ENSG00000233561","GO:0000166"
"520","DHX16","ENSG00000233561","GO:0005654"
"521","DHX16","ENSG00000233561","GO:0016787"
"522","DHX16","ENSG00000233561","GO:0005515"
"523","DHX16","ENSG00000233561","GO:0003724"
"524","DHX16","ENSG00000233561","GO:0016887"
"525","DHX16","ENSG00000233561","GO:0000398"
"526","DHX16","ENSG00000233561","GO:0071005"
"527","DDX39B","ENSG00000230624","GO:0005524"
"528","DDX39B","ENSG00000230624","GO:0003676"
"529","DDX39B","ENSG00000230624","GO:0003724"
"530","DDX39B","ENSG00000230624","GO:0003723"
"531","DDX39B","ENSG00000230624","GO:0005634"
"532","DDX39B","ENSG00000230624","GO:0005681"
"533","DDX39B","ENSG00000230624","GO:0006397"
"534","DDX39B","ENSG00000230624","GO:0008380"
"535","DDX39B","ENSG00000230624","GO:0051028"
"536","DDX39B","ENSG00000230624","GO:0005737"
"537","DDX39B","ENSG00000230624","GO:0016607"
"538","DDX39B","ENSG00000230624","GO:0000166"
"539","DDX39B","ENSG00000230624","GO:0016787"
"540","DDX39B","ENSG00000230624","GO:0005515"
"541","DDX39B","ENSG00000230624","GO:0004386"
"542","DDX39B","ENSG00000230624","GO:0016887"
"543","DDX39B","ENSG00000230624","GO:0000398"
