"",gene_set,over_represented_pvalue,under_represented_pvalue,numSIGInCat,numInCat,SIGgene_ensembl,SIGgene_symbol,All_gene_ensembl,All_gene_symbol,Ave_value_all_gene
"1979",GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME,0.675407933527138,0.437938068868457,13,84,ENSG00000040275|ENSG00000041880|ENSG00000085224|ENSG00000106462|ENSG00000113648|ENSG00000120438|ENSG00000125885|ENSG00000134283|ENSG00000139618|ENSG00000142192|ENSG00000147099|ENSG00000161010|ENSG00000171853,SPDL1|PARP3|ATRX|EZH2|H2AFY|TCP1|MCM8|PPHLN1|BRCA2|APP|HDAC8|MRNIP|TRAPPC12,ENSG00000040275|ENSG00000041880|ENSG00000047457|ENSG00000062650|ENSG00000079246|ENSG00000080986|ENSG00000085224|ENSG00000086827|ENSG00000095002|ENSG00000099284|ENSG00000102119|ENSG00000102977|ENSG00000104872|ENSG00000105722|ENSG00000106462|ENSG00000107854|ENSG00000111877|ENSG00000112742|ENSG00000113141|ENSG00000113648|ENSG00000115163|ENSG00000115484|ENSG00000117748|ENSG00000119335|ENSG00000119906|ENSG00000120438|ENSG00000125885|ENSG00000128513|ENSG00000129933|ENSG00000130119|ENSG00000130826|ENSG00000132383|ENSG00000132604|ENSG00000134283|ENSG00000135624|ENSG00000137812|ENSG00000139579|ENSG00000139618|ENSG00000139687|ENSG00000141499|ENSG00000142192|ENSG00000142453|ENSG00000145919|ENSG00000146670|ENSG00000146731|ENSG00000147099|ENSG00000147457|ENSG00000147601|ENSG00000149311|ENSG00000150753|ENSG00000154473|ENSG00000156261|ENSG00000156970|ENSG00000161010|ENSG00000161036|ENSG00000161904|ENSG00000163468|ENSG00000163938|ENSG00000163946|ENSG00000164190|ENSG00000164754|ENSG00000164808|ENSG00000166226|ENSG00000166278|ENSG00000166851|ENSG00000167513|ENSG00000167842|ENSG00000169083|ENSG00000169679|ENSG00000170043|ENSG00000170312|ENSG00000171853|ENSG00000172167|ENSG00000173273|ENSG00000173599|ENSG00000175054|ENSG00000176476|ENSG00000178999|ENSG00000179051|ENSG00000181555|ENSG00000182149|ENSG00000183207|ENSG00000188419|ENSG00000254093,SPDL1|PARP3|CP|WAPL|XRCC5|NDC80|ATRX|ZW10|MSH2|H2AFY2|EMD|ACD|PIH1D1|ERF|EZH2|TNKS2|MCM9|TTK|IK|H2AFY|CENPA|CCT4|RPA2|SET|SLF2|TCP1|MCM8|POT1|MAU2|GNL3L|DKC1|RPA1|TERF2|PPHLN1|CCT7|KNL1|NABP2|BRCA2|RB1|WRAP53|APP|CARM1|BOD1|CDCA5|CCT6A|HDAC8|CHMP7|TERF1|ATM|CCT5|BUB3|CCT8|BUB1B|MRNIP|LRWD1|LEMD2|CCT3|GNL3|TASOR|NIPBL|RAD21|SPIDR|CCT2|C2|PLK1|CDT1|MIS12|AR|BUB1|TRAPPC1|CDK1|TRAPPC12|MTBP|TNKS|PC|ATR|SGF29|AURKB|RCC2|SETD2|IST1|RUVBL2|CHM|PINX1,4.79761904761905
"1980",GO_RESPONSE_TO_OSMOTIC_STRESS,0.675466249162568,0.45509896802508,10,60,ENSG00000060138|ENSG00000062485|ENSG00000078018|ENSG00000116285|ENSG00000116584|ENSG00000138777|ENSG00000140199|ENSG00000142192|ENSG00000166925|ENSG00000196428,YBX3|CS|MAP2|ERRFI1|ARHGEF2|PPA2|SLC12A6|APP|TSC22D4|TSC22D2,ENSG00000002330|ENSG00000042832|ENSG00000060138|ENSG00000062485|ENSG00000064651|ENSG00000065534|ENSG00000076984|ENSG00000078018|ENSG00000079246|ENSG00000087088|ENSG00000092529|ENSG00000100030|ENSG00000100300|ENSG00000102908|ENSG00000103197|ENSG00000104375|ENSG00000104856|ENSG00000107611|ENSG00000109339|ENSG00000115966|ENSG00000116285|ENSG00000116584|ENSG00000118762|ENSG00000120899|ENSG00000123143|ENSG00000124570|ENSG00000135525|ENSG00000135932|ENSG00000136802|ENSG00000138279|ENSG00000138777|ENSG00000138798|ENSG00000140199|ENSG00000140263|ENSG00000140992|ENSG00000142192|ENSG00000151332|ENSG00000156113|ENSG00000156711|ENSG00000160223|ENSG00000164305|ENSG00000166197|ENSG00000166278|ENSG00000166548|ENSG00000166925|ENSG00000169083|ENSG00000169398|ENSG00000171017|ENSG00000171492|ENSG00000172845|ENSG00000172939|ENSG00000173846|ENSG00000181856|ENSG00000185650|ENSG00000196419|ENSG00000196428|ENSG00000198125|ENSG00000198648|ENSG00000198771|ENSG00000215301,BAD|TG|YBX3|CS|SLC12A2|MYLK|MAP2K7|MAP2|XRCC5|BAX|CAPN3|MAPK1|TSPO|NFAT5|TSC2|STK3|RELB|CUBN|MAPK10|ATF2|ERRFI1|ARHGEF2|PKD2|PTK2B|PKN1|SERPINB6|MAP7|CAB39|LRRC8A|ANXA7|PPA2|EGF|SLC12A6|SORD|PDPK1|APP|MBIP|KCNMA1|MAPK13|ICOSLG|CASP3|NOLC1|C2|TK2|TSC22D4|AR|PTK2|LRRC8E|LRRC8D|SP3|OXSR1|PLK3|SLC2A4|ZFP36L1|XRCC6|TSC22D2|MB|STK39|RCSD1|DDX3X,5.36666666666667
"1981",GO_CDP_DIACYLGLYCEROL_BIOSYNTHETIC_PROCESS,0.675618446314772,0.620111763331134,2,11,ENSG00000144559|ENSG00000172954,TAMM41|LCLAT1,ENSG00000101290|ENSG00000144559|ENSG00000145730|ENSG00000155189|ENSG00000158669|ENSG00000160216|ENSG00000163624|ENSG00000169692|ENSG00000172954|ENSG00000204310|ENSG00000213658,CDS2|TAMM41|PAM|AGPAT5|GPAT4|AGPAT3|CDS1|AGPAT2|LCLAT1|AGPAT1|LAT,5.54545454545455
"1982",GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS,0.67564724328282,0.431061395300962,15,86,ENSG00000066427|ENSG00000068903|ENSG00000077616|ENSG00000115419|ENSG00000116337|ENSG00000128394|ENSG00000131979|ENSG00000135423|ENSG00000142515|ENSG00000143344|ENSG00000147099|ENSG00000148411|ENSG00000157045|ENSG00000172890|ENSG00000204147,ATXN3|SIRT2|NAALAD2|GLS|AMPD2|APOBEC3F|GCH1|GLS2|KLK3|RGL1|HDAC8|NACC2|NTAN1|NADSYN1|ASAH2B,ENSG00000061273|ENSG00000065457|ENSG00000065911|ENSG00000066427|ENSG00000068024|ENSG00000068903|ENSG00000077616|ENSG00000078124|ENSG00000081181|ENSG00000084774|ENSG00000094631|ENSG00000096717|ENSG00000100298|ENSG00000100429|ENSG00000100714|ENSG00000100916|ENSG00000102543|ENSG00000104763|ENSG00000105556|ENSG00000108474|ENSG00000108840|ENSG00000111707|ENSG00000114021|ENSG00000115419|ENSG00000115866|ENSG00000116337|ENSG00000116478|ENSG00000117480|ENSG00000118520|ENSG00000121691|ENSG00000124523|ENSG00000127511|ENSG00000128394|ENSG00000129187|ENSG00000129562|ENSG00000130348|ENSG00000131979|ENSG00000133116|ENSG00000135423|ENSG00000136810|ENSG00000138363|ENSG00000138744|ENSG00000139687|ENSG00000142082|ENSG00000142515|ENSG00000143344|ENSG00000147099|ENSG00000148218|ENSG00000148411|ENSG00000149480|ENSG00000151092|ENSG00000151640|ENSG00000153904|ENSG00000155545|ENSG00000156795|ENSG00000157045|ENSG00000158793|ENSG00000160710|ENSG00000162066|ENSG00000162174|ENSG00000163517|ENSG00000163738|ENSG00000164105|ENSG00000164576|ENSG00000165591|ENSG00000166278|ENSG00000168803|ENSG00000169083|ENSG00000169375|ENSG00000169814|ENSG00000171720|ENSG00000172890|ENSG00000174744|ENSG00000177076|ENSG00000178814|ENSG00000182551|ENSG00000183077|ENSG00000187531|ENSG00000188611|ENSG00000196591|ENSG00000196839|ENSG00000197381|ENSG00000198160|ENSG00000204147|ENSG00000213722|ENSG00000243989,HDAC7|ADAT1|MTHFD2|ATXN3|HDAC4|SIRT2|NAALAD2|ACER3|ARG2|CAD|HDAC6|SIRT1|APOBEC3H|HDAC10|MTHFD1|BRMS1L|CDADC1|ASAH1|MIER2|PIGL|HDAC5|SUDS3|NIT2|GLS|DARS|AMPD2|HDAC1|FAAH|ARG1|CAT|SIRT5|SIN3B|APOBEC3F|DCTD|DAD1|QRSL1|GCH1|KL|GLS2|TXN|ATIC|NAAA|RB1|SIRT3|KLK3|RGL1|HDAC8|ALAD|NACC2|MTA2|NGLY1|DPYSL4|DDAH1|MIER3|WDYHV1|NTAN1|NIT1|ADAR|AMDHD2|ASRGL1|HDAC11|MTHFD2L|SAP30|SAP30L|FAAH2|C2|ADAL|AR|SIN3A|BTD|HDAC3|NADSYN1|BRMS1|ACER2|OPLAH|ADI1|AFMID|SIRT7|ASAH2|HDAC2|ADA|ADARB1|MIER1|ASAH2B|DDAH2|ACY1,5.62790697674419
"1983",GO_CELLULAR_RESPONSE_TO_FATTY_ACID,0.675997622285622,0.508465806786488,5,32,ENSG00000067992|ENSG00000130707|ENSG00000132356|ENSG00000142208|ENSG00000239672,PDK3|ASS1|PRKAA1|AKT1|NME1,ENSG00000021826|ENSG00000041982|ENSG00000042832|ENSG00000047457|ENSG00000062282|ENSG00000065833|ENSG00000066117|ENSG00000067992|ENSG00000072310|ENSG00000078369|ENSG00000079246|ENSG00000082212|ENSG00000100968|ENSG00000105127|ENSG00000109819|ENSG00000110090|ENSG00000118260|ENSG00000122420|ENSG00000130164|ENSG00000130707|ENSG00000132356|ENSG00000134057|ENSG00000135446|ENSG00000142208|ENSG00000166278|ENSG00000169083|ENSG00000171132|ENSG00000171522|ENSG00000174233|ENSG00000197122|ENSG00000239672|ENSG00000243678,CPS1|TNC|TG|CP|DGAT2|ME1|SMARCD1|PDK3|SREBF1|GNB1|XRCC5|ME2|NFATC4|AKAP8|PPARGC1A|CPT1A|CREB1|PTGFR|LDLR|ASS1|PRKAA1|CCNB1|CDK4|AKT1|C2|AR|PRKCE|PTGER4|ADCY6|SRC|NME1|NME2,5.0625
"1984",GO_PROTEIN_SUMOYLATION,0.676015406175478,0.436591129652416,14,69,ENSG00000079387|ENSG00000100401|ENSG00000108559|ENSG00000110713|ENSG00000119231|ENSG00000122481|ENSG00000125450|ENSG00000126261|ENSG00000126883|ENSG00000132341|ENSG00000135679|ENSG00000143437|ENSG00000155561|ENSG00000213024,SENP1|RANGAP1|NUP88|NUP98|SENP5|RWDD3|NUP85|UBA2|NUP214|RAN|MDM2|ARNT|NUP205|NUP62,ENSG00000030066|ENSG00000033800|ENSG00000047410|ENSG00000058804|ENSG00000064961|ENSG00000068024|ENSG00000069248|ENSG00000075188|ENSG00000078043|ENSG00000078902|ENSG00000079387|ENSG00000085415|ENSG00000092529|ENSG00000093000|ENSG00000094914|ENSG00000095319|ENSG00000100401|ENSG00000101146|ENSG00000102900|ENSG00000103275|ENSG00000105229|ENSG00000108559|ENSG00000109654|ENSG00000110713|ENSG00000111581|ENSG00000112200|ENSG00000112701|ENSG00000113569|ENSG00000116030|ENSG00000116288|ENSG00000119231|ENSG00000120253|ENSG00000121481|ENSG00000122481|ENSG00000124459|ENSG00000124789|ENSG00000125450|ENSG00000126261|ENSG00000126883|ENSG00000127948|ENSG00000130119|ENSG00000130529|ENSG00000130726|ENSG00000131788|ENSG00000132182|ENSG00000132341|ENSG00000135679|ENSG00000138750|ENSG00000139496|ENSG00000140382|ENSG00000141582|ENSG00000142230|ENSG00000143437|ENSG00000153201|ENSG00000155561|ENSG00000156831|ENSG00000163002|ENSG00000163904|ENSG00000163938|ENSG00000168036|ENSG00000168116|ENSG00000169083|ENSG00000173039|ENSG00000183305|ENSG00000184900|ENSG00000186575|ENSG00000188612|ENSG00000196313|ENSG00000213024,NUP160|PIAS1|TPR|NDC1|HMG20B|HDAC4|NUP133|NUP37|PIAS2|TOLLIP|SENP1|SEH1L|CAPN3|NUP50|AAAS|NUP188|RANGAP1|RAE1|NUP93|UBE2I|PIAS4|NUP88|TRIM2|NUP98|NUP107|ZNF451|SENP6|NUP155|SUMO1|PARK7|SENP5|NUP43|RNF2|RWDD3|ZNF45|NUP153|NUP85|UBA2|NUP214|POR|GNL3L|TRPM4|TRIM28|PIAS3|NUP210|RAN|MDM2|NUP54|NUP58|HMG20A|CBX4|SAE1|ARNT|RANBP2|NUP205|NSMCE2|NUP35|SENP2|GNL3|CTNNB1|KIAA1586|AR|RELA|MAGEA2B|SUMO3|NF2|SUMO2|POM121|NUP62,6.86956521739131
"1985",GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,0.67623376726476,0.453154730001873,10,65,ENSG00000064012|ENSG00000067066|ENSG00000092871|ENSG00000110514|ENSG00000116584|ENSG00000135926|ENSG00000141682|ENSG00000160570|ENSG00000168066|ENSG00000184047,CASP8|SP100|RFFL|MADD|ARHGEF2|TMBIM1|PMAIP1|DEDD2|SF1|DIABLO,ENSG00000002330|ENSG00000003402|ENSG00000012048|ENSG00000015475|ENSG00000026103|ENSG00000048649|ENSG00000064012|ENSG00000067066|ENSG00000067182|ENSG00000081791|ENSG00000087088|ENSG00000092871|ENSG00000100292|ENSG00000101109|ENSG00000102871|ENSG00000103496|ENSG00000104375|ENSG00000104689|ENSG00000110514|ENSG00000110711|ENSG00000112977|ENSG00000113141|ENSG00000116288|ENSG00000116584|ENSG00000118412|ENSG00000120889|ENSG00000121858|ENSG00000126522|ENSG00000127191|ENSG00000132155|ENSG00000134243|ENSG00000135926|ENSG00000136603|ENSG00000136848|ENSG00000137275|ENSG00000138696|ENSG00000141682|ENSG00000145675|ENSG00000151929|ENSG00000153071|ENSG00000158234|ENSG00000158796|ENSG00000160570|ENSG00000162734|ENSG00000162772|ENSG00000162972|ENSG00000164867|ENSG00000166681|ENSG00000168066|ENSG00000169083|ENSG00000170296|ENSG00000170633|ENSG00000171552|ENSG00000171862|ENSG00000173535|ENSG00000177595|ENSG00000182326|ENSG00000184047|ENSG00000185104|ENSG00000196712|ENSG00000196730|ENSG00000198125|ENSG00000204209|ENSG00000213782|ENSG00000215301,BAD|CFLAR|BRCA1|BID|FAS|RSF1|CASP8|SP100|TNFRSF1A|DELE1|BAX|RFFL|HMOX1|STK4|TRADD|STX4|STK3|TNFRSF10A|MADD|AIP|DAP|IK|PARK7|ARHGEF2|CASP8AP2|TNFRSF10B|TNFSF10|ASL|TRAF2|RAF1|SORT1|TMBIM1|SKIL|DAB2IP|RIPK1|BMPR1B|PMAIP1|PIK3R1|BAG3|DAB2|FAIM|DEDD|DEDD2|PEA15|ATF3|MAIP1|NOS3|BEX3|SF1|AR|GABARAP|RNF34|BCL2L1|PTEN|TNFRSF10C|PIDD1|C1S|DIABLO|FAF1|NF1|DAPK1|MB|DAXX|DDX47|DDX3X,4.6
"1986",GO_REGULATION_OF_SYNAPSE_ASSEMBLY,0.676298237986276,0.468962934774323,8,51,ENSG00000101126|ENSG00000115414|ENSG00000142192|ENSG00000163110|ENSG00000169992|ENSG00000171603|ENSG00000187764|ENSG00000198908,ADNP|FN1|APP|PDLIM5|NLGN2|CLSTN1|SEMA4D|BHLHB9,ENSG00000030582|ENSG00000047410|ENSG00000047457|ENSG00000069329|ENSG00000072071|ENSG00000085721|ENSG00000100625|ENSG00000101126|ENSG00000101955|ENSG00000103319|ENSG00000105426|ENSG00000107960|ENSG00000111249|ENSG00000112964|ENSG00000114867|ENSG00000115414|ENSG00000115738|ENSG00000121753|ENSG00000124839|ENSG00000131089|ENSG00000133216|ENSG00000135333|ENSG00000139182|ENSG00000139211|ENSG00000139687|ENSG00000142192|ENSG00000151208|ENSG00000158301|ENSG00000158528|ENSG00000163110|ENSG00000166278|ENSG00000166548|ENSG00000167085|ENSG00000167658|ENSG00000169057|ENSG00000169083|ENSG00000169139|ENSG00000169398|ENSG00000169992|ENSG00000171603|ENSG00000173599|ENSG00000177885|ENSG00000181790|ENSG00000184349|ENSG00000187764|ENSG00000188157|ENSG00000196083|ENSG00000196189|ENSG00000196338|ENSG00000198908|ENSG00000215021,GRN|TPR|CP|VPS35|ADGRL1|RRN3|SIX4|ADNP|SRPX|EEF2K|PTPRS|STN1|CUX2|GHR|EIF4G1|FN1|ID2|ADGRB2|RAB17|ARHGEF9|EPHB2|EPHA7|CLSTN3|AMIGO2|RB1|APP|DLG5|GPRASP2|PPP1R9A|PDLIM5|C2|TK2|PHB|EEF2|MECP2|AR|UBE2V2|PTK2|NLGN2|CLSTN1|PC|GRB2|ADGRB1|EFNA5|SEMA4D|AGRN|IL1RAP|SEMA4A|NLGN3|BHLHB9|PHB2,5.25490196078431
"1987",GO_ERROR_FREE_TRANSLESION_SYNTHESIS,0.676381188600866,0.533598853154822,4,22,ENSG00000035928|ENSG00000070010|ENSG00000140988|ENSG00000170734,RFC1|UFD1|RPS2|POLH,ENSG00000010072|ENSG00000035928|ENSG00000047457|ENSG00000049541|ENSG00000070010|ENSG00000081307|ENSG00000106399|ENSG00000111445|ENSG00000117748|ENSG00000132383|ENSG00000135838|ENSG00000140988|ENSG00000163743|ENSG00000163918|ENSG00000165280|ENSG00000166278|ENSG00000170315|ENSG00000170734|ENSG00000173599|ENSG00000177954|ENSG00000182446|ENSG00000221983,SPRTN|RFC1|CP|RFC2|UFD1|UBA5|RPA3|RFC5|RPA2|RPA1|NPL|RPS2|RCHY1|RFC4|VCP|C2|UBB|POLH|PC|RPS27|NPLOC4|UBA52,6.09090909090909
"1988",GO_REFLEX,0.676434220847583,0.619197785440768,2,11,ENSG00000029534|ENSG00000168743,ANK1|NPNT,ENSG00000029534|ENSG00000105707|ENSG00000105866|ENSG00000109189|ENSG00000114316|ENSG00000141385|ENSG00000158321|ENSG00000165091|ENSG00000166278|ENSG00000168743|ENSG00000184254,ANK1|HPN|SP4|USP46|USP4|AFG3L2|AUTS2|TMC1|C2|NPNT|ALDH1A3,5.90909090909091
"1989",GO_FATTY_ACID_CATABOLIC_PROCESS,0.676646238764222,0.41812610672222,20,92,ENSG00000060971|ENSG00000076555|ENSG00000100372|ENSG00000100889|ENSG00000103066|ENSG00000107537|ENSG00000111271|ENSG00000112357|ENSG00000121310|ENSG00000127980|ENSG00000133835|ENSG00000134324|ENSG00000138796|ENSG00000140374|ENSG00000142208|ENSG00000156521|ENSG00000164751|ENSG00000186951|ENSG00000198721|ENSG00000242612,ACAA1|ACACB|SLC25A17|PCK2|PLA2G15|PHYH|ACAD10|PEX7|ECHDC2|PEX1|HSD17B4|LPIN1|HADH|ETFA|AKT1|TYSND1|PEX2|PPARA|ECI2|DECR2,ENSG00000005469|ENSG00000047457|ENSG00000060971|ENSG00000072210|ENSG00000072778|ENSG00000075239|ENSG00000076555|ENSG00000084754|ENSG00000084774|ENSG00000087008|ENSG00000093144|ENSG00000095321|ENSG00000100075|ENSG00000100294|ENSG00000100372|ENSG00000100889|ENSG00000101473|ENSG00000101577|ENSG00000102910|ENSG00000103066|ENSG00000104325|ENSG00000104823|ENSG00000105221|ENSG00000105379|ENSG00000105607|ENSG00000106268|ENSG00000107537|ENSG00000107897|ENSG00000110090|ENSG00000111271|ENSG00000112033|ENSG00000112357|ENSG00000113790|ENSG00000114054|ENSG00000115425|ENSG00000116171|ENSG00000116353|ENSG00000117054|ENSG00000117480|ENSG00000117528|ENSG00000119787|ENSG00000120437|ENSG00000121310|ENSG00000121691|ENSG00000124370|ENSG00000127445|ENSG00000127980|ENSG00000128928|ENSG00000130766|ENSG00000131373|ENSG00000132793|ENSG00000133835|ENSG00000134324|ENSG00000138029|ENSG00000138796|ENSG00000139160|ENSG00000140284|ENSG00000140374|ENSG00000140526|ENSG00000142208|ENSG00000143994|ENSG00000146416|ENSG00000148090|ENSG00000153093|ENSG00000156521|ENSG00000156689|ENSG00000157184|ENSG00000158201|ENSG00000161533|ENSG00000164039|ENSG00000164751|ENSG00000166278|ENSG00000167114|ENSG00000167315|ENSG00000167969|ENSG00000169083|ENSG00000169169|ENSG00000170835|ENSG00000171503|ENSG00000173599|ENSG00000175198|ENSG00000182149|ENSG00000186951|ENSG00000197157|ENSG00000198130|ENSG00000198721|ENSG00000198793|ENSG00000205560|ENSG00000213965|ENSG00000240303|ENSG00000242110|ENSG00000242612,CROT|CP|ACAA1|ALDH3A2|ACADVL|ACAT1|ACACB|HADHA|CAD|ACOX3|ECHDC1|CRAT|SLC25A1|MCAT|SLC25A17|PCK2|ACOT8|LPIN2|LONP2|PLA2G15|DECR1|ECH1|AKT2|ETFB|GCDH|NUDT1|PHYH|ACBD5|CPT1A|ACAD10|PPARD|PEX7|EHHADH|PCCB|PECR|SCP2|MECR|ACADM|FAAH|ABCD3|ATL2|ACAT2|ECHDC2|CAT|MCEE|PIN1|PEX1|IVD|SESN2|HACL1|LPIN3|HSD17B4|LPIN1|HADHB|HADH|ETFBKMT|SLC27A2|ETFA|ABHD2|AKT1|ABHD1|AIG1|AUH|ACOXL|TYSND1|GLYATL2|CPT2|ABHD3|ACOX1|BDH2|PEX2|C2|SLC27A4|ACAA2|ECI1|AR|CPT1C|CEL|ETFDH|PC|PCCA|IST1|PPARA|SND1|HIBCH|ECI2|MTOR|CPT1B|NUDT19|ACAD11|AMACR|DECR2,7.42391304347826
"1990",GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,0.67675564883012,0.525981890466163,4,31,ENSG00000087274|ENSG00000151239|ENSG00000158856|ENSG00000172661,ADD1|TWF1|DMTN|WASHC2C,ENSG00000015285|ENSG00000038382|ENSG00000050405|ENSG00000077549|ENSG00000079691|ENSG00000087274|ENSG00000100106|ENSG00000105887|ENSG00000116489|ENSG00000128872|ENSG00000129946|ENSG00000133789|ENSG00000136059|ENSG00000136842|ENSG00000137710|ENSG00000137877|ENSG00000138594|ENSG00000148180|ENSG00000148700|ENSG00000151239|ENSG00000158856|ENSG00000159753|ENSG00000160460|ENSG00000163157|ENSG00000166278|ENSG00000169083|ENSG00000172661|ENSG00000173898|ENSG00000197694|ENSG00000198898|ENSG00000247596,WAS|TRIO|LIMA1|CAPZB|CARMIL1|ADD1|TRIOBP|MTPN|CAPZA1|TMOD2|SHC2|SWAP70|VILL|TMOD1|RDX|SPTBN5|TMOD3|GSN|ADD3|TWF1|DMTN|CARMIL2|SPTBN4|TMOD4|C2|AR|WASHC2C|SPTBN2|SPTAN1|CAPZA2|TWF2,3.80645161290323
"1991",GO_NEUROTRANSMITTER_METABOLIC_PROCESS,0.676824475181919,0.451752783745038,10,69,ENSG00000004455|ENSG00000070214|ENSG00000072609|ENSG00000077616|ENSG00000079805|ENSG00000130707|ENSG00000131979|ENSG00000136238|ENSG00000142208|ENSG00000189221,AK2|SLC44A1|CHFR|NAALAD2|DNM2|ASS1|GCH1|RAC1|AKT1|MAOA,ENSG00000003989|ENSG00000004455|ENSG00000016391|ENSG00000021826|ENSG00000042832|ENSG00000047457|ENSG00000058668|ENSG00000065183|ENSG00000070214|ENSG00000072609|ENSG00000077616|ENSG00000079805|ENSG00000080824|ENSG00000081181|ENSG00000087085|ENSG00000088247|ENSG00000093010|ENSG00000096384|ENSG00000096968|ENSG00000100300|ENSG00000102393|ENSG00000110721|ENSG00000112294|ENSG00000114200|ENSG00000118762|ENSG00000118965|ENSG00000120899|ENSG00000127948|ENSG00000130707|ENSG00000131979|ENSG00000132437|ENSG00000132669|ENSG00000133116|ENSG00000134318|ENSG00000134780|ENSG00000135124|ENSG00000136238|ENSG00000137880|ENSG00000142208|ENSG00000145545|ENSG00000147155|ENSG00000148218|ENSG00000153904|ENSG00000157426|ENSG00000162688|ENSG00000164535|ENSG00000164867|ENSG00000164904|ENSG00000165240|ENSG00000166278|ENSG00000166548|ENSG00000166949|ENSG00000169083|ENSG00000169398|ENSG00000171105|ENSG00000181019|ENSG00000183044|ENSG00000183826|ENSG00000184154|ENSG00000188603|ENSG00000189221|ENSG00000196689|ENSG00000196712|ENSG00000196776|ENSG00000198053|ENSG00000198793|ENSG00000198929|ENSG00000204385|ENSG00000213722,SLC7A2|AK2|CHDH|CPS1|TG|CP|ATP2B4|WDR3|SLC44A1|CHFR|NAALAD2|DNM2|HSP90AA1|ARG2|ACHE|KHSRP|COMT|HSP90AB1|JAK2|TSPO|GLA|CHKA|ALDH5A1|BCHE|PKD2|WDR35|PTK2B|POR|ASS1|GCH1|DDC|RIN2|KL|ROCK2|DAGLA|P2RX4|RAC1|GCHFR|AKT1|SRD5A1|EBP|ALAD|DDAH1|AASDH|AGL|DAGLB|NOS3|ALDH7A1|ATP7A|C2|TK2|SMAD3|AR|PTK2|INSR|NQO1|ABAT|BTBD9|LRTOMT|CLN3|MAOA|TRPV1|NF1|CD47|SIRPA|MTOR|NOS1AP|SLC44A4|DDAH2,4.59420289855073
"1992",GO_FAD_BINDING,0.676883948976352,0.530898375507391,4,24,ENSG00000124588|ENSG00000133816|ENSG00000165097|ENSG00000203797,NQO2|MICAL2|KDM1B|DDO,ENSG00000018510|ENSG00000087008|ENSG00000100243|ENSG00000113924|ENSG00000116133|ENSG00000116984|ENSG00000119723|ENSG00000121671|ENSG00000124275|ENSG00000124588|ENSG00000132763|ENSG00000133816|ENSG00000135596|ENSG00000137767|ENSG00000138356|ENSG00000156709|ENSG00000159348|ENSG00000161533|ENSG00000165097|ENSG00000166394|ENSG00000166816|ENSG00000180902|ENSG00000203797|ENSG00000243156,AGPS|ACOX3|CYB5R3|HGD|DHCR24|MTR|COQ6|CRY2|MTRR|NQO2|MMACHC|MICAL2|MICAL1|SQOR|AOX1|AIFM1|CYB5R1|ACOX1|KDM1B|CYB5R2|LDHD|D2HGDH|DDO|MICAL3,5.16666666666667
"1993",GO_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION,0.677188001897318,0.564308390059212,3,17,ENSG00000106443|ENSG00000107829|ENSG00000147862,PHF14|FBXW4|NFIB,ENSG00000042832|ENSG00000066468|ENSG00000077782|ENSG00000090539|ENSG00000106443|ENSG00000107779|ENSG00000107829|ENSG00000112511|ENSG00000112715|ENSG00000115415|ENSG00000138798|ENSG00000147862|ENSG00000160789|ENSG00000162337|ENSG00000168036|ENSG00000178585|ENSG00000197461,TG|FGFR2|FGFR1|CHRD|PHF14|BMPR1A|FBXW4|PHF1|VEGFA|STAT1|EGF|NFIB|LMNA|LRP5|CTNNB1|CTNNBIP1|PDGFA,5.58823529411765
